Location,Age,Sex,2017,2018,2019,avg_population
Dobrich,(10-14),Male,4507.0,4624.0,4669.0,4600.0
Dobrich,(10-14),Total,8791.0,8926.0,9028.0,8915.0
Dobrich,(15-19),Female,4027.0,4067.0,4039.0,4044.33
Dobrich,(15-19),Male,4238.0,4261.0,4264.0,4254.33
Dobrich,(15-19),Total,8265.0,8328.0,8303.0,8298.67
Dobrich,(20-24),Female,3842.0,3560.0,3457.0,3619.67
Dobrich,(20-24),Male,4012.0,3686.0,3588.0,3762.0
Dobrich,(20-24),Total,7854.0,7246.0,7045.0,7381.67
Dobrich,(25-29),Female,4604.0,4438.0,4202.0,4414.67
Dobrich,(25-29),Male,5183.0,4961.0,4618.0,4920.67
Dobrich,(25-29),Total,9787.0,9399.0,8820.0,9335.33
Dobrich,(30-34),Female,5146.0,5003.0,4942.0,5030.33
Dobrich,(30-34),Male,5723.0,5665.0,5584.0,5657.33
Dobrich,(30-34),Total,10869.0,10668.0,10526.0,10687.67
Dobrich,(35-39),Female,5386.0,5301.0,5118.0,5268.33
Dobrich,(35-39),Male,5871.0,5735.0,5564.0,5723.33
Dobrich,(35-39),Total,11257.0,11036.0,10682.0,10991.67
Dobrich,(40-44),Female,6579.0,6379.0,6067.0,6341.67
Dobrich,(40-44),Male,6942.0,6656.0,6371.0,6656.33
Dobrich,(40-44),Total,13521.0,13035.0,12438.0,12998.0
Dobrich,(45-49),Female,6787.0,6656.0,6641.0,6694.67
Dobrich,(45-49),Male,7020.0,6946.0,6893.0,6953.0
Dobrich,(45-49),Total,13807.0,13602.0,13534.0,13647.67
Dobrich,(5-9),Female,4192.0,4125.0,4001.0,4106.0
Dobrich,(5-9),Male,4546.0,4359.0,4193.0,4366.0
Dobrich,(5-9),Total,8738.0,8484.0,8194.0,8472.0
Dobrich,(50-54),Female,6015.0,6092.0,6247.0,6118.0
Dobrich,(50-54),Male,6279.0,6275.0,6464.0,6339.33
Dobrich,(50-54),Total,12294.0,12367.0,12711.0,12457.33
Dobrich,(55-59),Female,6640.0,6540.0,6460.0,6546.67
Dobrich,(55-59),Male,6181.0,6294.0,6294.0,6256.33
Dobrich,(55-59),Total,12821.0,12834.0,12754.0,12803.0
Dobrich,(60-64),Female,6840.0,6689.0,6525.0,6684.67
Dobrich,(60-64),Male,5971.0,5785.0,5712.0,5822.67
Dobrich,(60-64),Total,12811.0,12474.0,12237.0,12507.33
Dobrich,(65-69),Female,7349.0,7227.0,7035.0,7203.67
Dobrich,(65-69),Male,5791.0,5663.0,5468.0,5640.67
Dobrich,(65-69),Total,13140.0,12890.0,12503.0,12844.33
Dobrich,(70-74),Female,6063.0,6212.0,6525.0,6266.67
Dobrich,(70-74),Male,4223.0,4375.0,4560.0,4386.0
Dobrich,(70-74),Total,10286.0,10587.0,11085.0,10652.67
Dobrich,(75-79),Female,4356.0,4564.0,4666.0,4528.67
Dobrich,(75-79),Male,2756.0,2770.0,2845.0,2790.33
Dobrich,(75-79),Total,7112.0,7334.0,7511.0,7319.0
Dobrich,(80-84),Female,2784.0,2809.0,2763.0,2785.33
Dobrich,(80-84),Male,1649.0,1630.0,1601.0,1626.67
Dobrich,(80-84),Total,4433.0,4439.0,4364.0,4412.0
Dobrich,(85-89),Female,1398.0,1406.0,1451.0,1418.33
Dobrich,(85-89),Male,824.0,849.0,808.0,827.0
Dobrich,(85-89),Total,2222.0,2255.0,2259.0,2245.33
Dobrich,(90+),Female,474.0,469.0,497.0,480.0
Dobrich,(90+),Male,218.0,239.0,264.0,240.33
Dobrich,(90+),Total,692.0,708.0,761.0,720.33
Kardzhali,(0-4),Female,3410.0,3610.0,3810.0,3610.0
Kardzhali,(0-4),Male,3742.0,3950.0,4177.0,3956.33
Kardzhali,(0-4),Total,7152.0,7560.0,7987.0,7566.33
Kardzhali,(10-14),Female,3448.0,3557.0,3601.0,3535.33
Kardzhali,(10-14),Male,3612.0,3681.0,3744.0,3679.0
Kardzhali,(10-14),Total,7060.0,7238.0,7345.0,7214.33
Kardzhali,(15-19),Female,3111.0,3161.0,3202.0,3158.0
Kardzhali,(15-19),Male,3346.0,3366.0,3385.0,3365.67
Kardzhali,(15-19),Total,6457.0,6527.0,6587.0,6523.67
Kardzhali,(20-24),Female,3034.0,2701.0,2592.0,2775.67
Kardzhali,(20-24),Male,3210.0,2899.0,2737.0,2948.67
Kardzhali,(20-24),Total,6244.0,5600.0,5329.0,5724.33
Kardzhali,(25-29),Female,4251.0,4238.0,4135.0,4208.0
Kardzhali,(25-29),Male,4466.0,4236.0,3936.0,4212.67
Kardzhali,(25-29),Total,8717.0,8474.0,8071.0,8420.67
Kardzhali,(30-34),Female,4989.0,5149.0,5400.0,5179.33
Kardzhali,(30-34),Male,4996.0,4978.0,4977.0,4983.67
Kardzhali,(30-34),Total,9985.0,10127.0,10377.0,10163.0
Kardzhali,(35-39),Female,5474.0,5639.0,5730.0,5614.33
Kardzhali,(35-39),Male,5919.0,5779.0,5686.0,5794.67
Kardzhali,(35-39),Total,11393.0,11418.0,11416.0,11409.0
Kardzhali,(40-44),Female,5180.0,5338.0,5550.0,5356.0
Kardzhali,(40-44),Male,5930.0,6100.0,6321.0,6117.0
Kardzhali,(40-44),Total,11110.0,11438.0,11871.0,11473.0
Kardzhali,(45-49),Female,5208.0,5071.0,5183.0,5154.0
Kardzhali,(45-49),Male,5946.0,5857.0,5956.0,5919.67
Kardzhali,(45-49),Total,11154.0,10928.0,11139.0,11073.67
Kardzhali,(5-9),Female,3542.0,3519.0,3494.0,3518.33
Kardzhali,(5-9),Male,3706.0,3716.0,3779.0,3733.67
Kardzhali,(5-9),Total,7248.0,7235.0,7273.0,7252.0
Kardzhali,(50-54),Female,5396.0,5586.0,5751.0,5577.67
Kardzhali,(50-54),Male,5772.0,5923.0,6115.0,5936.67
Kardzhali,(50-54),Total,11168.0,11509.0,11866.0,11514.33
Kardzhali,(55-59),Female,6014.0,5914.0,6282.0,6070.0
Kardzhali,(55-59),Male,5954.0,5968.0,6464.0,6128.67
Kardzhali,(55-59),Total,11968.0,11882.0,12746.0,12198.67
Kardzhali,(60-64),Female,6301.0,6430.0,6994.0,6575.0
Kardzhali,(60-64),Male,5680.0,5841.0,6429.0,5983.33
Kardzhali,(60-64),Total,11981.0,12271.0,13423.0,12558.33
Kardzhali,(65-69),Female,5339.0,5711.0,6128.0,5726.0
Kardzhali,(65-69),Male,4587.0,4929.0,5495.0,5003.67
Kardzhali,(65-69),Total,9926.0,10640.0,11623.0,10729.67
Kardzhali,(70-74),Female,3834.0,4034.0,4479.0,4115.67
Kardzhali,(70-74),Male,2994.0,3192.0,3669.0,3285.0
Kardzhali,(70-74),Total,6828.0,7226.0,8148.0,7400.67
Kardzhali,(75-79),Female,3582.0,3490.0,3515.0,3529.0
Kardzhali,(75-79),Male,2557.0,2475.0,2527.0,2519.67
Kardzhali,(75-79),Total,6139.0,5965.0,6042.0,6048.67
Kardzhali,(80-84),Female,2504.0,2607.0,2433.0,2514.67
Kardzhali,(80-84),Male,1637.0,1720.0,1653.0,1670.0
Kardzhali,(80-84),Total,4141.0,4327.0,4086.0,4184.67
Kardzhali,(85-89),Female,1125.0,1164.0,1362.0,1217.0
Kardzhali,(85-89),Male,694.0,696.0,836.0,742.0
Kardzhali,(85-89),Total,1819.0,1860.0,2198.0,1959.0
Kardzhali,(90+),Female,413.0,429.0,461.0,434.33
Kardzhali,(90+),Male,210.0,219.0,216.0,215.0
Kardzhali,(90+),Total,623.0,648.0,677.0,649.33
Kyustendil,(0-4),Female,2194.0,2161.0,2149.0,2168.0
Kyustendil,(0-4),Male,2260.0,2250.0,2162.0,2224.0
Kyustendil,(0-4),Total,4454.0,4411.0,4311.0,4392.0
Kyustendil,(10-14),Female,2473.0,2477.0,2482.0,2477.33
Kyustendil,(10-14),Male,2663.0,2643.0,2600.0,2635.33
Kyustendil,(10-14),Total,5136.0,5120.0,5082.0,5112.67
Kyustendil,(15-19),Female,2299.0,2300.0,2258.0,2285.67
Kyustendil,(15-19),Male,2497.0,2511.0,2444.0,2484.0
Kyustendil,(15-19),Total,4796.0,4811.0,4702.0,4769.67
Kyustendil,(20-24),Female,1707.0,1551.0,1478.0,1578.67
Kyustendil,(20-24),Male,2065.0,1820.0,1791.0,1892.0
Kyustendil,(20-24),Total,3772.0,3371.0,3269.0,3470.67
Kyustendil,(25-29),Female,2386.0,2192.0,2033.0,2203.67
Kyustendil,(25-29),Male,2784.0,2723.0,2545.0,2684.0
Kyustendil,(25-29),Total,5170.0,4915.0,4578.0,4887.67
Kyustendil,(30-34),Female,3013.0,2925.0,2803.0,2913.67
Kyustendil,(30-34),Male,3522.0,3379.0,3276.0,3392.33
Kyustendil,(30-34),Total,6535.0,6304.0,6079.0,6306.0
Kyustendil,(35-39),Female,3570.0,3426.0,3218.0,3404.67
Kyustendil,(35-39),Male,4069.0,4006.0,3825.0,3966.67
Kyustendil,(35-39),Total,7639.0,7432.0,7043.0,7371.33
Kyustendil,(40-44),Female,4305.0,4169.0,3976.0,4150.0
Kyustendil,(40-44),Male,4623.0,4577.0,4510.0,4570.0
Kyustendil,(40-44),Total,8928.0,8746.0,8486.0,8720.0
Kyustendil,(45-49),Female,4546.0,4415.0,4323.0,4428.0
Kyustendil,(45-49),Male,4878.0,4774.0,4723.0,4791.67
Kyustendil,(45-49),Total,9424.0,9189.0,9046.0,9219.67
Kyustendil,(5-9),Female,2397.0,2336.0,2290.0,2341.0
Kyustendil,(5-9),Male,2545.0,2484.0,2502.0,2510.33
Kyustendil,(5-9),Total,4942.0,4820.0,4792.0,4851.33
Kyustendil,(50-54),Female,4316.0,4313.0,4421.0,4350.0
Kyustendil,(50-54),Male,4554.0,4610.0,4639.0,4601.0
Kyustendil,(50-54),Total,8870.0,8923.0,9060.0,8951.0
Kyustendil,(55-59),Female,4690.0,4627.0,4522.0,4613.0
Kyustendil,(55-59),Male,4649.0,4565.0,4637.0,4617.0
Kyustendil,(55-59),Total,9339.0,9192.0,9159.0,9230.0
Kyustendil,(60-64),Female,5086.0,4942.0,4761.0,4929.67
Kyustendil,(60-64),Male,4486.0,4383.0,4208.0,4359.0
Kyustendil,(60-64),Total,9572.0,9325.0,8969.0,9288.67
Kyustendil,(65-69),Female,5430.0,5312.0,5160.0,5300.67
Kyustendil,(65-69),Male,4431.0,4398.0,4213.0,4347.33
Kyustendil,(65-69),Total,9861.0,9710.0,9373.0,9648.0
Kyustendil,(70-74),Female,5019.0,5032.0,5219.0,5090.0
Kyustendil,(70-74),Male,3619.0,3633.0,3772.0,3674.67
Kyustendil,(70-74),Total,8638.0,8665.0,8991.0,8764.67
Kyustendil,(75-79),Female,3807.0,3860.0,3850.0,3839.0
Kyustendil,(75-79),Male,2419.0,2456.0,2410.0,2428.33
Kyustendil,(75-79),Total,6226.0,6316.0,6260.0,6267.33
Kyustendil,(80-84),Female,2908.0,2889.0,2793.0,2863.33
Kyustendil,(80-84),Male,1688.0,1646.0,1584.0,1639.33
Kyustendil,(80-84),Total,4596.0,4535.0,4377.0,4502.67
Kyustendil,(85-89),Female,1569.0,1594.0,1649.0,1604.0
Kyustendil,(85-89),Male,842.0,846.0,847.0,845.0
Kyustendil,(85-89),Total,2411.0,2440.0,2496.0,2449.0
Kyustendil,(90+),Female,565.0,576.0,608.0,583.0
Kyustendil,(90+),Male,225.0,240.0,234.0,233.0
Kyustendil,(90+),Total,790.0,816.0,842.0,816.0
Lovech,(0-4),Female,2483.0,2552.0,2480.0,2505.0
Lovech,(0-4),Male,2598.0,2615.0,2596.0,2603.0
Lovech,(0-4),Total,5081.0,5167.0,5076.0,5108.0
Lovech,(10-14),Female,2882.0,2896.0,2917.0,2898.33
Lovech,(10-14),Male,3047.0,3002.0,3004.0,3017.67
Lovech,(10-14),Total,5929.0,5898.0,5921.0,5916.0
Lovech,(15-19),Female,2847.0,2806.0,2751.0,2801.33
Lovech,(15-19),Male,3023.0,3014.0,2944.0,2993.67
Lovech,(15-19),Total,5870.0,5820.0,5695.0,5795.0
Lovech,(20-24),Female,2263.0,2145.0,2053.0,2153.67
Lovech,(20-24),Male,2530.0,2344.0,2244.0,2372.67
Lovech,(20-24),Total,4793.0,4489.0,4297.0,4526.33
Lovech,(25-29),Female,2793.0,2735.0,2599.0,2709.0
Lovech,(25-29),Male,3226.0,3133.0,3006.0,3121.67
Lovech,(25-29),Total,6019.0,5868.0,5605.0,5830.67
Lovech,(30-34),Female,3090.0,3013.0,2947.0,3016.67
Lovech,(30-34),Male,3468.0,3447.0,3372.0,3429.0
Lovech,(30-34),Total,6558.0,6460.0,6319.0,6445.67
Lovech,(35-39),Female,3416.0,3185.0,3088.0,3229.67
Lovech,(35-39),Male,3866.0,3657.0,3529.0,3684.0
Lovech,(35-39),Total,7282.0,6842.0,6617.0,6913.67
Lovech,(40-44),Female,4258.0,4127.0,3893.0,4092.67
Lovech,(40-44),Male,4694.0,4551.0,4337.0,4527.33
Lovech,(40-44),Total,8952.0,8678.0,8230.0,8620.0
Lovech,(45-49),Female,4531.0,4454.0,4412.0,4465.67
Lovech,(45-49),Male,5038.0,4956.0,4856.0,4950.0
Lovech,(45-49),Total,9569.0,9410.0,9268.0,9415.67
Lovech,(5-9),Female,2896.0,2779.0,2699.0,2791.33
Lovech,(5-9),Male,2975.0,2905.0,2820.0,2900.0
Lovech,(5-9),Total,5871.0,5684.0,5519.0,5691.33
Lovech,(50-54),Female,4294.0,4346.0,4415.0,4351.67
Lovech,(50-54),Male,4501.0,4540.0,4641.0,4560.67
Lovech,(50-54),Total,8795.0,8886.0,9056.0,8912.33
Lovech,(55-59),Female,4464.0,4453.0,4360.0,4425.67
Lovech,(55-59),Male,4666.0,4616.0,4601.0,4627.67
Lovech,(55-59),Total,9130.0,9069.0,8961.0,9053.33
Lovech,(60-64),Female,4834.0,4655.0,4565.0,4684.67
Lovech,(60-64),Male,4445.0,4434.0,4299.0,4392.67
Lovech,(60-64),Total,9279.0,9089.0,8864.0,9077.33
Lovech,(65-69),Female,5618.0,5263.0,4939.0,5273.33
Lovech,(65-69),Male,4432.0,4222.0,4056.0,4236.67
Lovech,(65-69),Total,10050.0,9485.0,8995.0,9510.0
Lovech,(70-74),Female,5271.0,5496.0,5671.0,5479.33
Lovech,(70-74),Male,3745.0,3821.0,3860.0,3808.67
Lovech,(70-74),Total,9016.0,9317.0,9531.0,9288.0
Lovech,(75-79),Female,3952.0,3907.0,3895.0,3918.0
Lovech,(75-79),Male,2537.0,2514.0,2492.0,2514.33
Lovech,(75-79),Total,6489.0,6421.0,6387.0,6432.33
Lovech,(80-84),Female,3045.0,2991.0,2901.0,2979.0
Lovech,(80-84),Male,1937.0,1848.0,1742.0,1842.33
Lovech,(80-84),Total,4982.0,4839.0,4643.0,4821.33
Lovech,(85-89),Female,1579.0,1685.0,1743.0,1669.0
Lovech,(85-89),Male,896.0,957.0,974.0,942.33
Lovech,(85-89),Total,2475.0,2642.0,2717.0,2611.33
Lovech,(90+),Female,539.0,549.0,560.0,549.33
Lovech,(90+),Male,282.0,260.0,285.0,275.67
Lovech,(90+),Total,821.0,809.0,845.0,825.0
Montana,(0-4),Female,2669.0,2629.0,2513.0,2603.67
Montana,(0-4),Male,2901.0,2769.0,2640.0,2770.0
Montana,(0-4),Total,5570.0,5398.0,5153.0,5373.67
Montana,(10-14),Female,2938.0,2859.0,2921.0,2906.0
Montana,(10-14),Male,3116.0,3170.0,3206.0,3164.0
Montana,(10-14),Total,6054.0,6029.0,6127.0,6070.0
Montana,(15-19),Female,3100.0,3134.0,2961.0,3065.0
Montana,(15-19),Male,3272.0,3171.0,3084.0,3175.67
Montana,(15-19),Total,6372.0,6305.0,6045.0,6240.67
Montana,(20-24),Female,2579.0,2406.0,2325.0,2436.67
Montana,(20-24),Male,2850.0,2629.0,2533.0,2670.67
Montana,(20-24),Total,5429.0,5035.0,4858.0,5107.33
Montana,(25-29),Female,3068.0,3005.0,2885.0,2986.0
Montana,(25-29),Male,3436.0,3320.0,3170.0,3308.67
Montana,(25-29),Total,6504.0,6325.0,6055.0,6294.67
Montana,(30-34),Female,3311.0,3231.0,3159.0,3233.67
Montana,(30-34),Male,3787.0,3667.0,3589.0,3681.0
Montana,(30-34),Total,7098.0,6898.0,6748.0,6914.67
Montana,(35-39),Female,3556.0,3450.0,3319.0,3441.67
Montana,(35-39),Male,4101.0,4004.0,3802.0,3969.0
Montana,(35-39),Total,7657.0,7454.0,7121.0,7410.67
Montana,(40-44),Female,4415.0,4197.0,4033.0,4215.0
Montana,(40-44),Male,4725.0,4571.0,4417.0,4571.0
Montana,(40-44),Total,9140.0,8768.0,8450.0,8786.0
Montana,(45-49),Female,4635.0,4582.0,4501.0,4572.67
Montana,(45-49),Male,5066.0,5017.0,4952.0,5011.67
Montana,(45-49),Total,9701.0,9599.0,9453.0,9584.33
Montana,(5-9),Female,3001.0,2986.0,2886.0,2957.67
Montana,(5-9),Male,3167.0,3173.0,3129.0,3156.33
Montana,(5-9),Total,6168.0,6159.0,6015.0,6114.0
Montana,(50-54),Female,4230.0,4281.0,4294.0,4268.33
Montana,(50-54),Male,4623.0,4588.0,4636.0,4615.67
Montana,(50-54),Total,8853.0,8869.0,8930.0,8884.0
Montana,(55-59),Female,4614.0,4522.0,4493.0,4543.0
Montana,(55-59),Male,4802.0,4759.0,4699.0,4753.33
Montana,(55-59),Total,9416.0,9281.0,9192.0,9296.33
Montana,(60-64),Female,5014.0,4831.0,4665.0,4836.67
Montana,(60-64),Male,4812.0,4653.0,4529.0,4664.67
Montana,(60-64),Total,9826.0,9484.0,9194.0,9501.33
Montana,(65-69),Female,5827.0,5508.0,5224.0,5519.67
Montana,(65-69),Male,4880.0,4685.0,4505.0,4690.0
Montana,(65-69),Total,10707.0,10193.0,9729.0,10209.67
Montana,(70-74),Female,5372.0,5498.0,5619.0,5496.33
Montana,(70-74),Male,3804.0,3923.0,4066.0,3931.0
Montana,(70-74),Total,9176.0,9421.0,9685.0,9427.33
Montana,(75-79),Female,3986.0,4039.0,3942.0,3989.0
Montana,(75-79),Male,2392.0,2430.0,2464.0,2428.67
Montana,(75-79),Total,6378.0,6469.0,6406.0,6417.67
Montana,(80-84),Female,3060.0,2980.0,2962.0,3000.67
Montana,(80-84),Male,1777.0,1665.0,1557.0,1666.33
Montana,(80-84),Total,4837.0,4645.0,4519.0,4667.0
Montana,(85-89),Female,1596.0,1597.0,1641.0,1611.33
Montana,(85-89),Male,887.0,864.0,884.0,878.33
Montana,(85-89),Total,2483.0,2461.0,2525.0,2489.67
Montana,(90+),Female,565.0,568.0,537.0,556.67
Montana,(90+),Male,280.0,276.0,259.0,271.67
Montana,(90+),Total,845.0,844.0,796.0,828.33
Pazardzhik,(0-4),Female,5977.0,5961.0,5749.0,5895.67
Pazardzhik,(0-4),Male,6285.0,6245.0,6176.0,6235.33
Pazardzhik,(0-4),Total,12262.0,12206.0,11925.0,12131.0
Pazardzhik,(10-14),Female,6306.0,6357.0,6410.0,6357.67
Pazardzhik,(10-14),Male,6726.0,6805.0,6853.0,6794.67
Pazardzhik,(10-14),Total,13032.0,13162.0,13263.0,13152.33
Pazardzhik,(15-19),Female,6052.0,6032.0,6000.0,6028.0
Pazardzhik,(15-19),Male,6607.0,6640.0,6532.0,6593.0
Pazardzhik,(15-19),Total,12659.0,12672.0,12532.0,12621.0
Pazardzhik,(20-24),Female,5311.0,5007.0,4905.0,5074.33
Pazardzhik,(20-24),Male,5853.0,5442.0,5354.0,5549.67
Pazardzhik,(20-24),Total,11164.0,10449.0,10259.0,10624.0
Pazardzhik,(25-29),Female,7139.0,6823.0,6377.0,6779.67
Pazardzhik,(25-29),Male,7724.0,7257.0,6825.0,7268.67
Pazardzhik,(25-29),Total,14863.0,14080.0,13202.0,14048.33
Pazardzhik,(30-34),Female,7920.0,7770.0,7700.0,7796.67
Pazardzhik,(30-34),Male,8877.0,8760.0,8483.0,8706.67
Pazardzhik,(30-34),Total,16797.0,16530.0,16183.0,16503.33
Pazardzhik,(35-39),Female,8058.0,8078.0,7835.0,7990.33
Pazardzhik,(35-39),Male,9227.0,9069.0,8907.0,9067.67
Pazardzhik,(35-39),Total,17285.0,17147.0,16742.0,17058.0
Pazardzhik,(40-44),Female,8677.0,8454.0,8333.0,8488.0
Pazardzhik,(40-44),Male,9580.0,9441.0,9358.0,9459.67
Pazardzhik,(40-44),Total,18257.0,17895.0,17691.0,17947.67
Pazardzhik,(45-49),Female,9481.0,9184.0,8898.0,9187.67
Pazardzhik,(45-49),Male,9835.0,9653.0,9504.0,9664.0
Pazardzhik,(45-49),Total,19316.0,18837.0,18402.0,18851.67
Pazardzhik,(5-9),Female,6480.0,6378.0,6372.0,6410.0
Pazardzhik,(5-9),Male,6954.0,6872.0,6699.0,6841.67
Pazardzhik,(5-9),Total,13434.0,13250.0,13071.0,13251.67
Pazardzhik,(50-54),Female,9087.0,9153.0,9202.0,9147.33
Pazardzhik,(50-54),Male,9334.0,9344.0,9418.0,9365.33
Pazardzhik,(50-54),Total,18421.0,18497.0,18620.0,18512.67
Pazardzhik,(55-59),Female,9995.0,9821.0,9662.0,9826.0
Pazardzhik,(55-59),Male,9988.0,9844.0,9549.0,9793.67
Pazardzhik,(55-59),Total,19983.0,19665.0,19211.0,19619.67
Pazardzhik,(60-64),Female,9648.0,9744.0,9886.0,9759.33
Pazardzhik,(60-64),Male,8712.0,8822.0,9081.0,8871.67
Pazardzhik,(60-64),Total,18360.0,18566.0,18967.0,18631.0
Pazardzhik,(65-69),Female,9318.0,9227.0,8972.0,9172.33
Pazardzhik,(65-69),Male,7373.0,7390.0,7205.0,7322.67
Pazardzhik,(65-69),Total,16691.0,16617.0,16177.0,16495.0
Pazardzhik,(70-74),Female,8116.0,8293.0,8585.0,8331.33
Pazardzhik,(70-74),Male,5592.0,5681.0,5998.0,5757.0
Pazardzhik,(70-74),Total,13708.0,13974.0,14583.0,14088.33
Pazardzhik,(75-79),Female,6342.0,6419.0,6350.0,6370.33
Pazardzhik,(75-79),Male,3786.0,3858.0,3804.0,3816.0
Pazardzhik,(75-79),Total,10128.0,10277.0,10154.0,10186.33
Pazardzhik,(80-84),Female,4590.0,4514.0,4492.0,4532.0
Pazardzhik,(80-84),Male,2597.0,2482.0,2403.0,2494.0
Pazardzhik,(80-84),Total,7187.0,6996.0,6895.0,7026.0
Pazardzhik,(85-89),Female,2241.0,2330.0,2480.0,2350.33
Pazardzhik,(85-89),Male,1100.0,1178.0,1228.0,1168.67
Pazardzhik,(85-89),Total,3341.0,3508.0,3708.0,3519.0
Pazardzhik,(90+),Female,773.0,831.0,853.0,819.0
Pazardzhik,(90+),Male,304.0,320.0,338.0,320.67
Pazardzhik,(90+),Total,1077.0,1151.0,1191.0,1139.67
Pernik,(0-4),Female,2269.0,2265.0,2242.0,2258.67
Pernik,(0-4),Male,2439.0,2468.0,2409.0,2438.67
Pernik,(0-4),Total,4708.0,4733.0,4651.0,4697.33
Pernik,(10-14),Female,2368.0,2456.0,2552.0,2458.67
Pernik,(10-14),Male,2552.0,2608.0,2691.0,2617.0
Pernik,(10-14),Total,4920.0,5064.0,5243.0,5075.67
Pernik,(15-19),Female,2253.0,2150.0,2087.0,2163.33
Pernik,(15-19),Male,2452.0,2450.0,2385.0,2429.0
Pernik,(15-19),Total,4705.0,4600.0,4472.0,4592.33
Pernik,(20-24),Female,1896.0,1777.0,1799.0,1824.0
Pernik,(20-24),Male,2202.0,2040.0,2014.0,2085.33
Pernik,(20-24),Total,4098.0,3817.0,3813.0,3909.33
Pernik,(25-29),Female,2541.0,2437.0,2321.0,2433.0
Pernik,(25-29),Male,2969.0,2771.0,2659.0,2799.67
Pernik,(25-29),Total,5510.0,5208.0,4980.0,5232.67
Pernik,(30-34),Female,3562.0,3474.0,3269.0,3435.0
Pernik,(30-34),Male,3935.0,3806.0,3609.0,3783.33
Pernik,(30-34),Total,7497.0,7280.0,6878.0,7218.33
Pernik,(35-39),Female,4073.0,3929.0,3844.0,3948.67
Pernik,(35-39),Male,4675.0,4531.0,4380.0,4528.67
Pernik,(35-39),Total,8748.0,8460.0,8224.0,8477.33
Pernik,(40-44),Female,4633.0,4548.0,4400.0,4527.0
Pernik,(40-44),Male,4936.0,4955.0,4865.0,4918.67
Pernik,(40-44),Total,9569.0,9503.0,9265.0,9445.67
Pernik,(45-49),Female,4404.0,4346.0,4387.0,4379.0
Pernik,(45-49),Male,4754.0,4732.0,4725.0,4737.0
Pernik,(45-49),Total,9158.0,9078.0,9112.0,9116.0
Pernik,(5-9),Female,2513.0,2487.0,2355.0,2451.67
Pernik,(5-9),Male,2777.0,2691.0,2613.0,2693.67
Pernik,(5-9),Total,5290.0,5178.0,4968.0,5145.33
Pernik,(50-54),Female,4283.0,4313.0,4292.0,4296.0
Pernik,(50-54),Male,4393.0,4427.0,4499.0,4439.67
Pernik,(50-54),Total,8676.0,8740.0,8791.0,8735.67
Pernik,(55-59),Female,4901.0,4786.0,4733.0,4806.67
Pernik,(55-59),Male,4700.0,4528.0,4412.0,4546.67
Pernik,(55-59),Total,9601.0,9314.0,9145.0,9353.33
Pernik,(60-64),Female,4973.0,4992.0,4936.0,4967.0
Pernik,(60-64),Male,4490.0,4469.0,4438.0,4465.67
Pernik,(60-64),Total,9463.0,9461.0,9374.0,9432.67
Pernik,(65-69),Female,5140.0,5005.0,4785.0,4976.67
Pernik,(65-69),Male,4126.0,4098.0,3923.0,4049.0
Pernik,(65-69),Total,9266.0,9103.0,8708.0,9025.67
Pernik,(70-74),Female,4561.0,4624.0,4716.0,4633.67
Pernik,(70-74),Male,3231.0,3246.0,3358.0,3278.33
Pernik,(70-74),Total,7792.0,7870.0,8074.0,7912.0
Pernik,(75-79),Female,3561.0,3574.0,3583.0,3572.67
Pernik,(75-79),Male,2252.0,2229.0,2197.0,2226.0
Pernik,(75-79),Total,5813.0,5803.0,5780.0,5798.67
Pernik,(80-84),Female,2920.0,2888.0,2808.0,2872.0
Pernik,(80-84),Male,1665.0,1622.0,1555.0,1614.0
Pernik,(80-84),Total,4585.0,4510.0,4363.0,4486.0
Pernik,(85-89),Female,1466.0,1509.0,1614.0,1529.67
Pernik,(85-89),Male,834.0,874.0,912.0,873.33
Pernik,(85-89),Total,2300.0,2383.0,2526.0,2403.0
Pernik,(90+),Female,458.0,496.0,535.0,496.33
Pernik,(90+),Male,264.0,279.0,288.0,277.0
Pernik,(90+),Total,722.0,775.0,823.0,773.33
Pleven,(0-4),Female,5243.0,5169.0,5085.0,5165.67
Pleven,(0-4),Male,5634.0,5500.0,5336.0,5490.0
Pleven,(0-4),Total,10877.0,10669.0,10421.0,10655.67
Pleven,(10-14),Female,5559.0,5671.0,5690.0,5640.0
Pleven,(10-14),Male,5844.0,5928.0,5860.0,5877.33
Pleven,(10-14),Total,11403.0,11599.0,11550.0,11517.33
Pleven,(15-19),Female,5385.0,5430.0,5387.0,5400.67
Pleven,(15-19),Male,5619.0,5592.0,5590.0,5600.33
Pleven,(15-19),Total,11004.0,11022.0,10977.0,11001.0
Pleven,(20-24),Female,4980.0,4686.0,4568.0,4744.67
Pleven,(20-24),Male,5129.0,4812.0,4657.0,4866.0
Pleven,(20-24),Total,10109.0,9498.0,9225.0,9610.67
Pleven,(25-29),Female,5794.0,5636.0,5447.0,5625.67
Pleven,(25-29),Male,6570.0,6278.0,5860.0,6236.0
Pleven,(25-29),Total,12364.0,11914.0,11307.0,11861.67
Pleven,(30-34),Female,6500.0,6374.0,6221.0,6365.0
Pleven,(30-34),Male,7168.0,7055.0,6851.0,7024.67
Pleven,(30-34),Total,13668.0,13429.0,13072.0,13389.67
Pleven,(35-39),Female,6713.0,6489.0,6291.0,6497.67
Pleven,(35-39),Male,7559.0,7268.0,7024.0,7283.67
